session_id,plugin_time,plugout_time,duration_hours,energy_kwh,user_type,plugin_category,month
1035,2019-08-09 20:28:00,2019-08-09 23:59:48,3.53,12.71,Private,5,8
1036,2019-11-21 19:47:00,2019-11-22 10:41:36,14.91,23.56,Shared,5,11
1037,2019-05-23 13:07:00,2019-05-23 15:13:00,2.1,7.56,Shared,2,5
1038,2019-04-22 23:48:00,2019-04-23 01:34:48,1.78,12.82,Shared,6,4
1039,2019-06-26 04:17:00,2019-06-26 10:05:00,5.8,20.88,Private,7,6
1040,2019-04-08 16:40:00,2019-04-09 02:58:36,10.31,21.63,Shared,4,4
1041,2020-01-30 08:01:00,2020-01-31 00:07:00,16.1,41.04,Shared,0,1
1042,2019-02-17 14:48:00,2019-02-17 18:23:24,3.59,12.92,Private,3,2
1043,2019-08-10 22:18:00,2019-08-11 08:50:24,10.54,46.96,Private,6,8
1044,2019-05-25 22:48:00,2019-05-26 03:37:12,4.82,17.35,Shared,6,5
1045,2019-01-30 17:54:00,2019-01-30 22:17:24,4.39,31.61,Private,4,1
1046,2019-03-01 17:56:00,2019-03-02 03:07:24,9.19,33.08,Private,4,3
1047,2019-12-02 16:36:00,2019-12-03 00:25:12,7.82,56.3,Shared,4,12
1048,2019-09-19 18:54:00,2019-09-19 20:32:24,1.64,5.9,Private,4,9
1049,2019-08-11 20:39:00,2019-08-12 10:34:12,13.92,62.16,Private,5,8
1050,2019-01-01 06:08:00,2019-01-01 19:08:36,13.01,39.19,Shared,0,1
1051,2018-12-14 23:24:00,2018-12-15 02:36:00,3.2,11.52,Shared,6,12
1052,2019-06-29 14:15:00,2019-06-29 20:46:48,6.53,23.51,Private,3,6
1053,2019-11-18 07:07:00,2019-11-18 14:07:00,7.0,29.34,Private,0,11
1054,2018-12-20 17:36:00,2018-12-20 23:32:24,5.94,34.66,Shared,4,12
1055,2019-09-28 07:24:00,2019-09-28 10:46:12,3.37,24.26,Private,0,9
1056,2019-08-08 11:13:00,2019-08-08 14:19:00,3.1,22.32,Shared,1,8
1057,2019-11-07 15:23:00,2019-11-07 20:15:12,4.87,31.1,Private,3,11
1058,2020-01-08 08:13:00,2020-01-08 19:28:36,11.26,34.58,Private,0,1
1059,2019-09-20 16:39:00,2019-09-20 23:54:00,7.25,26.1,Private,4,9
1060,2019-09-30 14:36:00,2019-09-30 18:25:12,3.82,27.5,Private,3,9
1061,2019-01-09 20:32:00,2019-01-10 05:02:00,8.5,43.81,Private,5,1
1062,2019-03-13 17:39:00,2019-03-13 18:19:12,0.67,4.82,Private,4,3
1063,2018-12-10 21:55:00,2018-12-11 08:59:12,11.07,39.85,Private,5,12
1064,2020-01-26 23:17:00,2020-01-27 00:45:12,1.47,10.58,Shared,6,1
1065,2018-12-31 17:29:00,2018-12-31 21:19:24,3.84,13.82,Shared,4,12
1066,2019-12-27 15:26:00,2019-12-27 17:41:36,2.26,16.27,Shared,3,12
1067,2019-10-21 13:17:00,2019-10-21 15:17:00,2.0,14.4,Private,2,10
1068,2019-10-04 12:07:00,2019-10-04 23:16:36,11.16,30.56,Private,2,10
1069,2020-01-28 15:35:00,2020-01-28 19:09:12,3.57,25.7,Shared,3,1
1070,2019-03-14 09:01:00,2019-03-14 15:19:36,6.31,45.43,Private,1,3
1071,2019-09-08 09:46:00,2019-09-08 14:33:24,4.79,34.49,Private,1,9
1072,2019-01-12 15:55:00,2019-01-12 22:50:12,6.92,24.91,Private,3,1
1073,2019-06-05 19:25:00,2019-06-06 00:38:48,5.23,18.83,Private,5,6
1074,2019-08-14 04:42:00,2019-08-14 06:43:12,2.02,14.54,Private,7,8
1075,2019-10-04 10:21:00,2019-10-04 20:18:00,9.95,64.32,Shared,1,10
1076,2019-07-05 12:11:00,2019-07-05 15:41:36,3.51,12.64,Private,2,7
1077,2019-04-10 00:31:00,2019-04-10 02:11:12,1.67,12.02,Private,7,4
1078,2019-09-06 18:15:00,2019-09-06 21:55:12,3.67,26.42,Shared,4,9
1079,2019-06-04 17:52:00,2019-06-05 08:01:36,14.16,21.16,Shared,4,6
1080,2019-10-07 08:42:00,2019-10-07 17:40:48,8.98,32.33,Shared,0,10
1081,2019-04-02 13:19:00,2019-04-02 17:11:48,3.88,27.94,Shared,2,4
1082,2019-08-31 03:24:00,2019-08-31 07:16:48,3.88,13.97,Private,7,8
1083,2019-04-10 14:19:00,2019-04-10 18:16:00,3.95,14.22,Private,3,4
1084,2019-07-13 21:26:00,2019-07-14 18:37:24,21.19,35.07,Private,5,7
1085,2020-01-04 03:47:00,2020-01-04 10:15:12,6.47,46.58,Private,7,1
1086,2019-07-05 00:52:00,2019-07-05 07:33:24,6.69,24.08,Private,7,7
1087,2019-05-30 18:52:00,2019-05-31 05:03:24,10.19,44.93,Private,4,5
1088,2018-12-27 19:40:00,2018-12-28 01:31:00,5.85,42.12,Private,5,12
1089,2019-06-24 13:20:00,2019-06-24 17:27:48,4.13,14.87,Private,2,6
1090,2019-12-01 05:48:00,2019-12-01 10:07:12,4.32,15.55,Shared,7,12
1091,2020-01-10 03:30:00,2020-01-10 08:12:36,4.71,16.96,Shared,7,1
1092,2020-01-28 15:12:00,2020-01-28 20:01:48,4.83,17.39,Private,3,1
1093,2019-06-12 04:14:00,2019-06-12 12:28:24,8.24,29.66,Shared,7,6
1094,2019-10-28 19:58:00,2019-10-29 01:06:24,5.14,18.5,Private,5,10
1095,2019-11-25 22:25:00,2019-11-26 06:41:12,8.27,53.02,Private,6,11
1096,2019-06-07 11:07:00,2019-06-07 15:47:48,4.68,16.85,Private,1,6
1097,2019-07-21 23:07:00,2019-07-22 04:20:48,5.23,18.83,Private,6,7
1098,2020-01-21 23:47:00,2020-01-22 01:00:12,1.22,8.78,Private,6,1
1099,2019-03-16 20:46:00,2019-03-17 06:10:36,9.41,33.88,Private,5,3
1100,2019-02-13 07:15:00,2019-02-13 13:33:36,6.31,45.43,Private,0,2
1101,2019-11-16 19:00:00,2019-11-17 04:57:36,9.96,27.33,Private,5,11
1102,2019-11-20 16:45:00,2019-11-20 17:24:00,0.65,4.68,Shared,4,11
1103,2019-04-11 08:03:00,2019-04-12 05:25:12,21.37,38.31,Private,0,4
1104,2019-05-31 05:51:00,2019-05-31 10:20:24,4.49,16.16,Private,7,5
1105,2019-06-14 15:42:00,2019-06-15 02:27:36,10.76,27.27,Shared,3,6
1106,2018-12-22 20:10:00,2018-12-22 22:33:24,2.39,17.21,Shared,5,12
1107,2019-02-06 11:33:00,2019-02-06 19:09:36,7.61,27.8,Private,1,2
1108,2018-12-23 03:55:00,2018-12-23 06:17:12,2.37,17.06,Shared,7,12
1109,2019-04-24 02:39:00,2019-04-24 05:51:00,3.2,23.04,Private,7,4
1110,2019-02-23 15:48:00,2019-02-24 10:42:36,18.91,50.56,Shared,3,2
1111,2019-10-22 22:12:00,2019-10-23 02:31:48,4.33,15.59,Private,6,10
1112,2019-07-29 15:27:00,2019-07-29 21:13:12,5.77,20.77,Shared,3,7
1113,2018-12-21 18:35:00,2018-12-22 03:41:36,9.11,45.18,Private,4,12
1114,2019-12-04 00:22:00,2019-12-04 07:22:36,7.01,25.24,Private,7,12
1115,2019-02-25 23:36:00,2019-02-26 05:06:00,5.5,19.8,Shared,6,2
1116,2019-08-27 22:26:00,2019-08-28 04:49:24,6.39,23.0,Private,6,8
1117,2019-01-18 00:18:00,2019-01-19 00:18:00,24.0,41.68,Private,7,1
1118,2019-01-24 22:01:00,2019-01-25 02:46:36,4.76,17.14,Shared,6,1
1119,2019-08-03 17:38:00,2019-08-03 23:20:00,5.7,20.52,Private,4,8
1120,2019-10-15 02:46:00,2019-10-15 13:05:48,10.33,31.63,Private,7,10
1121,2019-10-26 14:47:00,2019-10-27 01:31:24,10.74,38.66,Private,3,10
1122,2019-01-17 16:15:00,2019-01-18 03:37:12,11.37,24.91,Shared,4,1
1123,2019-02-22 17:18:00,2019-02-23 01:03:00,7.75,26.63,Private,4,2
1124,2019-07-10 23:57:00,2019-07-11 02:10:48,2.23,8.03,Private,6,7
1125,2019-06-07 17:28:00,2019-06-08 09:00:24,15.54,46.2,Private,4,6
1126,2019-07-05 10:51:00,2019-07-05 13:04:12,2.22,15.98,Private,1,7
1127,2019-07-07 11:21:00,2019-07-07 17:28:12,6.12,44.06,Private,1,7
1128,2019-12-01 10:33:00,2019-12-01 13:28:12,2.92,10.51,Private,1,12
1129,2020-01-15 16:08:00,2020-01-15 20:52:24,4.74,34.13,Private,4,1
1130,2019-05-01 21:04:00,2019-05-02 03:17:48,6.23,22.43,Private,5,5
1131,2019-06-30 11:46:00,2019-06-30 17:58:00,6.2,39.55,Private,1,6
1132,2019-12-29 16:47:00,2019-12-29 23:26:00,6.65,29.88,Private,4,12
1133,2019-06-20 07:56:00,2019-06-20 23:15:48,15.33,37.27,Shared,0,6
1134,2019-12-23 21:51:00,2019-12-24 04:39:00,6.8,38.77,Shared,5,12
1135,2020-01-19 12:05:00,2020-01-19 16:15:12,4.17,30.02,Private,2,1
1136,2019-08-31 07:07:00,2019-08-31 16:50:48,9.73,29.45,Private,0,8
1137,2019-11-20 18:47:00,2019-11-21 06:10:24,11.39,36.65,Shared,4,11
1138,2019-10-12 15:51:00,2019-10-12 17:57:00,2.1,15.12,Private,3,10
1139,2019-03-08 09:44:00,2019-03-08 17:15:12,7.52,27.07,Private,1,3
1140,2019-10-29 09:27:00,2019-10-29 17:32:24,8.09,24.74,Shared,1,10
1141,2019-02-14 16:07:00,2019-02-14 20:08:12,4.02,14.47,Shared,4,2
1142,2019-07-16 03:01:00,2019-07-16 15:59:12,12.97,52.19,Private,7,7
1143,2019-09-18 23:03:00,2019-09-19 03:30:36,4.46,20.43,Private,6,9
1144,2019-12-01 17:54:00,2019-12-01 23:18:36,5.41,38.95,Private,4,12
1145,2019-09-10 00:31:00,2019-09-10 04:54:24,4.39,31.61,Private,7,9
1146,2019-10-10 03:14:00,2019-10-10 08:14:36,5.01,18.04,Private,7,10
1147,2019-05-11 17:57:00,2019-05-11 20:15:00,2.3,16.56,Private,4,5
1148,2019-10-15 02:28:00,2019-10-15 04:16:36,1.81,13.03,Private,7,10
1149,2019-03-09 17:14:00,2019-03-10 08:21:12,15.12,52.32,Shared,4,3
1150,2019-10-05 23:08:00,2019-10-06 01:52:24,2.74,19.73,Private,6,10
1151,2019-07-02 23:50:00,2019-07-03 02:18:12,2.47,17.78,Shared,6,7
1152,2019-10-15 12:42:00,2019-10-15 13:48:00,1.1,7.92,Private,2,10
1153,2019-10-07 17:31:00,2019-10-07 20:41:12,3.17,22.82,Private,4,10
1154,2018-12-10 15:22:00,2018-12-10 17:19:36,1.96,7.06,Shared,3,12
1155,2019-08-15 06:21:00,2019-08-15 21:58:48,15.63,26.27,Private,0,8
1156,2019-09-14 13:21:00,2019-09-14 23:23:24,10.04,62.32,Shared,2,9
1157,2019-09-12 14:54:00,2019-09-12 17:57:36,3.06,11.02,Shared,3,9
1158,2019-07-13 22:06:00,2019-07-14 22:04:12,23.97,65.3,Private,6,7
1159,2019-01-23 09:55:00,2019-01-23 19:46:00,9.85,35.46,Private,1,1
1160,2019-04-29 21:31:00,2019-04-30 01:28:00,3.95,14.22,Private,5,4
1161,2020-01-24 09:28:00,2020-01-24 10:19:36,0.86,6.19,Private,1,1
1162,2020-01-19 17:32:00,2020-01-20 17:32:00,24.0,24.69,Private,4,1
1163,2019-12-22 18:42:00,2019-12-22 20:34:12,1.87,6.73,Shared,4,12
1164,2019-07-04 22:51:00,2019-07-05 00:25:12,1.57,11.3,Private,6,7
1165,2019-07-23 04:50:00,2019-07-23 14:57:48,10.13,71.91,Private,7,7
1166,2019-12-30 08:04:00,2019-12-31 08:04:00,24.0,38.61,Private,0,12
1167,2019-12-31 09:25:00,2019-12-31 22:28:00,13.05,46.98,Private,1,12
1168,2019-09-21 08:45:00,2019-09-21 16:06:00,7.35,43.06,Shared,0,9
1169,2019-11-24 17:46:00,2019-11-25 01:16:36,7.51,54.07,Private,4,11
1170,2019-04-23 04:58:00,2019-04-23 13:58:00,9.0,32.4,Private,7,4
1171,2019-03-16 04:50:00,2019-03-16 13:15:48,8.43,58.36,Shared,7,3
1172,2020-01-05 19:56:00,2020-01-06 01:57:48,6.03,24.64,Private,5,1
1173,2019-06-18 22:33:00,2019-06-19 03:52:48,5.33,31.76,Private,6,6
1174,2019-05-09 18:10:00,2019-05-09 22:54:24,4.74,17.06,Shared,4,5
1175,2019-09-30 13:46:00,2019-09-30 16:41:12,2.92,21.02,Private,2,9
1176,2018-12-31 23:40:00,2019-01-01 03:44:12,4.07,26.81,Shared,6,12
1177,2019-02-02 18:47:00,2019-02-02 20:17:36,1.51,5.44,Shared,4,2
1178,2020-01-17 22:22:00,2020-01-18 02:59:12,4.62,33.26,Shared,6,1
1179,2019-12-02 19:45:00,2019-12-02 22:13:48,2.48,17.86,Private,5,12
1180,2019-05-17 16:52:00,2019-05-17 19:09:24,2.29,16.49,Private,4,5
1181,2019-07-06 22:05:00,2019-07-07 03:42:12,5.62,20.23,Private,6,7
1182,2019-03-20 17:43:00,2019-03-21 06:50:12,13.12,52.35,Private,4,3
1183,2019-06-21 04:31:00,2019-06-21 13:56:12,9.42,67.82,Shared,7,6
1184,2019-08-08 23:52:00,2019-08-09 01:31:00,1.65,5.94,Private,6,8
1185,2019-11-30 18:32:00,2019-11-30 21:00:48,2.48,8.93,Private,4,11
1186,2018-12-17 23:58:00,2018-12-18 09:32:12,9.57,34.45,Private,6,12
1187,2019-01-31 15:02:00,2019-01-31 17:31:24,2.49,8.96,Private,3,1
1188,2019-06-10 15:01:00,2019-06-10 19:14:48,4.23,15.23,Private,3,6
1189,2018-12-25 02:56:00,2018-12-25 10:12:48,7.28,31.86,Shared,7,12
1190,2019-08-08 08:22:00,2019-08-08 10:52:36,2.51,9.04,Private,0,8
1191,2019-09-20 15:57:00,2019-09-20 21:16:48,5.33,38.38,Private,3,9
1192,2019-12-04 22:48:00,2019-12-05 00:45:00,1.95,7.02,Private,6,12
1193,2019-07-19 19:55:00,2019-07-19 23:10:00,3.25,23.4,Private,5,7
1194,2019-10-16 16:57:00,2019-10-16 23:09:00,6.2,38.64,Private,4,10
1195,2019-11-09 05:17:00,2019-11-09 06:54:12,1.62,5.83,Shared,7,11
1196,2019-09-19 21:19:00,2019-09-20 04:03:24,6.74,24.26,Private,5,9
1197,2019-10-13 16:36:00,2019-10-13 21:29:24,4.89,17.6,Private,4,10
1198,2018-12-10 11:11:00,2018-12-10 18:28:24,7.29,26.24,Private,1,12
1199,2020-01-29 21:28:00,2020-01-30 03:15:24,5.79,20.84,Private,5,1
1200,2019-06-24 20:55:00,2019-06-25 09:47:12,12.87,38.7,Private,5,6
1201,2018-12-13 23:24:00,2018-12-14 04:48:36,5.41,25.01,Shared,6,12
1202,2019-09-04 09:11:00,2019-09-04 12:51:12,3.67,26.42,Private,1,9
1203,2019-06-27 19:39:00,2019-06-28 01:03:00,5.4,29.98,Shared,5,6
1204,2019-05-02 17:09:00,2019-05-03 00:23:24,7.24,52.13,Private,4,5
1205,2020-01-28 00:12:00,2020-01-28 05:19:48,5.13,18.47,Private,7,1
1206,2019-08-10 18:24:00,2019-08-10 23:30:00,5.1,18.36,Private,4,8
1207,2019-09-10 17:01:00,2019-09-10 20:02:48,3.03,21.82,Shared,4,9
1208,2018-12-10 14:15:00,2018-12-10 17:21:36,3.11,11.2,Private,3,12
1209,2019-01-12 22:50:00,2019-01-13 00:41:36,1.86,6.7,Shared,6,1
1210,2020-01-05 13:58:00,2020-01-06 06:49:36,16.86,22.3,Shared,2,1
1211,2020-01-29 21:10:00,2020-01-29 23:14:12,2.07,7.45,Shared,5,1
1212,2019-04-19 21:24:00,2019-04-20 00:27:00,3.05,21.96,Private,5,4
1213,2019-08-19 14:47:00,2019-08-19 17:47:00,3.0,10.8,Private,3,8
1214,2019-02-01 23:56:00,2019-02-02 09:12:12,9.27,31.6,Private,6,2
1215,2020-01-15 15:40:00,2020-01-15 19:41:48,4.03,29.02,Shared,3,1
1216,2019-04-19 13:21:00,2019-04-20 01:12:36,11.86,42.7,Private,2,4
1217,2018-12-09 01:41:00,2018-12-09 04:46:24,3.09,11.12,Private,7,12
1218,2018-12-05 20:35:00,2018-12-06 02:36:12,6.02,43.34,Private,5,12
1219,2020-01-08 05:04:00,2020-01-08 07:49:36,2.76,9.94,Shared,7,1
1220,2019-07-16 20:52:00,2019-07-17 19:05:48,22.23,65.51,Private,5,7
1221,2019-03-01 22:07:00,2019-03-02 00:16:36,2.16,15.55,Private,6,3
1222,2018-12-05 12:48:00,2018-12-05 18:57:00,6.15,44.28,Shared,2,12
1223,2019-03-09 11:40:00,2019-03-09 19:23:12,7.72,55.58,Private,1,3
1224,2019-08-10 00:17:00,2019-08-10 06:54:12,6.62,47.66,Shared,7,8
1225,2019-03-18 08:25:00,2019-03-18 12:46:00,4.35,15.66,Private,0,3
1226,2019-08-10 09:42:00,2019-08-10 14:13:12,4.52,16.27,Private,1,8
1227,2019-01-03 11:54:00,2019-01-03 17:00:36,5.11,18.4,Shared,1,1
1228,2019-04-20 12:44:00,2019-04-20 17:12:12,4.47,32.18,Shared,2,4
1229,2018-12-02 05:43:00,2018-12-02 15:26:48,9.73,35.03,Private,7,12
1230,2019-06-27 15:31:00,2019-06-28 14:47:12,23.27,48.45,Private,3,6
1231,2019-12-05 13:58:00,2019-12-05 17:19:00,3.35,24.12,Private,2,12
1232,2019-06-19 12:56:00,2019-06-19 14:50:00,1.9,6.84,Private,2,6
1233,2019-11-19 16:58:00,2019-11-19 21:37:36,4.66,16.78,Private,4,11
1234,2019-01-02 19:01:00,2019-01-03 19:01:00,24.0,43.76,Private,5,1
1235,2020-01-13 20:53:00,2020-01-13 23:42:12,2.82,20.3,Private,5,1
1236,2019-05-24 23:33:00,2019-05-25 15:09:00,15.6,56.16,Shared,6,5
1237,2019-10-14 16:40:00,2019-10-15 08:41:48,16.03,51.84,Private,4,10
1238,2019-01-01 03:20:00,2019-01-01 06:41:36,3.36,12.1,Private,7,1
1239,2020-01-15 17:39:00,2020-01-16 01:01:48,7.38,23.62,Shared,4,1
1240,2019-09-13 07:25:00,2019-09-13 22:54:24,15.49,53.95,Private,0,9
1241,2019-10-03 22:29:00,2019-10-04 02:17:00,3.8,27.36,Private,6,10
1242,2019-10-14 20:41:00,2019-10-15 00:59:00,4.3,15.48,Private,5,10
1243,2019-03-09 09:38:00,2019-03-09 12:56:00,3.3,11.88,Shared,1,3
1244,2019-09-20 11:16:00,2019-09-20 13:41:48,2.43,17.5,Shared,1,9
1245,2019-07-16 12:51:00,2019-07-16 15:59:24,3.14,11.3,Private,2,7
1246,2019-07-12 18:48:00,2019-07-12 20:54:00,2.1,15.12,Shared,4,7
1247,2020-01-02 10:19:00,2020-01-02 15:23:12,5.07,36.01,Shared,1,1
1248,2019-08-23 21:09:00,2019-08-24 00:02:24,2.89,10.4,Shared,5,8
1249,2019-09-13 23:22:00,2019-09-14 05:11:48,5.83,20.99,Private,6,9
1250,2019-03-14 23:12:00,2019-03-15 00:52:12,1.67,12.02,Shared,6,3
1251,2019-10-04 21:36:00,2019-10-05 03:50:24,6.24,44.93,Private,5,10
1252,2019-02-22 09:31:00,2019-02-22 18:23:48,8.88,31.97,Private,1,2
1253,2019-11-20 12:15:00,2019-11-20 13:28:48,1.23,8.86,Shared,2,11
1254,2019-05-19 23:13:00,2019-05-20 05:39:24,6.44,30.13,Shared,6,5
1255,2019-06-04 07:01:00,2019-06-04 18:43:00,11.7,27.83,Private,0,6
1256,2019-10-20 20:02:00,2019-10-20 22:09:12,2.12,7.63,Private,5,10
1257,2019-03-23 05:11:00,2019-03-23 21:09:12,15.97,66.61,Private,7,3
1258,2019-03-11 07:58:00,2019-03-11 14:36:24,6.64,21.15,Shared,0,3
1259,2019-06-13 19:21:00,2019-06-13 22:22:12,3.02,10.87,Private,5,6
1260,2020-01-19 14:33:00,2020-01-19 19:18:36,4.76,34.27,Private,3,1
1261,2019-02-12 01:50:00,2019-02-12 09:09:12,7.32,26.35,Private,7,2
1262,2019-06-10 15:40:00,2019-06-10 20:53:12,5.22,18.79,Shared,3,6
1263,2019-09-27 13:50:00,2019-09-27 21:03:12,7.22,25.99,Private,2,9
1264,2020-01-12 14:54:00,2020-01-12 17:30:00,2.6,18.72,Private,3,1
1265,2019-07-29 22:10:00,2019-07-30 03:44:48,5.58,40.18,Private,6,7
1266,2019-08-18 15:11:00,2019-08-18 17:01:24,1.84,13.25,Private,3,8
1267,2019-08-05 20:30:00,2019-08-06 01:04:48,4.58,32.98,Private,5,8
1268,2020-01-09 19:13:00,2020-01-09 21:50:48,2.63,9.47,Private,5,1
1269,2019-03-31 17:27:00,2019-03-31 20:24:36,2.96,21.31,Shared,4,3
1270,2019-06-10 12:08:00,2019-06-10 23:54:12,11.77,36.23,Private,2,6
1271,2019-03-28 20:32:00,2019-03-29 07:09:48,10.63,43.44,Private,5,3
1272,2019-06-28 15:20:00,2019-06-28 22:55:24,7.59,41.03,Private,3,6
1273,2019-03-30 14:22:00,2019-03-30 16:40:36,2.31,8.32,Private,3,3
1274,2019-09-06 20:59:00,2019-09-07 00:57:12,3.97,14.29,Private,5,9
1275,2018-12-20 17:12:00,2018-12-21 04:46:48,11.58,33.75,Shared,4,12
1276,2019-12-29 20:12:00,2019-12-30 01:40:12,5.47,19.69,Shared,5,12
1277,2019-12-14 17:00:00,2019-12-15 17:00:00,24.0,35.5,Private,4,12
1278,2019-06-25 04:48:00,2019-06-25 11:19:12,6.52,23.47,Private,7,6
1279,2019-12-25 03:14:00,2019-12-25 08:54:12,5.67,20.41,Private,7,12
1280,2019-03-30 18:48:00,2019-03-30 22:47:24,3.99,28.73,Private,4,3
1281,2020-01-10 09:27:00,2020-01-10 14:53:24,5.44,31.53,Private,1,1
1282,2019-09-12 06:36:00,2019-09-12 11:03:00,4.45,16.02,Shared,0,9
1283,2019-08-13 23:21:00,2019-08-14 07:28:48,8.13,29.27,Shared,6,8
1284,2019-06-25 23:20:00,2019-06-26 09:00:48,9.68,34.85,Private,6,6
1285,2019-02-10 10:36:00,2019-02-10 13:27:36,2.86,20.59,Private,1,2
1286,2019-06-19 07:12:00,2019-06-19 09:09:00,1.95,14.04,Private,0,6
1287,2019-07-20 20:05:00,2019-07-20 21:27:12,1.37,4.93,Private,5,7
1288,2018-12-17 23:01:00,2018-12-18 06:05:12,7.07,25.45,Shared,6,12
1289,2019-06-16 14:18:00,2019-06-16 16:35:24,2.29,8.24,Private,3,6
1290,2018-12-06 10:25:00,2018-12-06 11:31:00,1.1,3.96,Private,1,12
1291,2019-07-03 16:24:00,2019-07-03 22:54:00,6.5,23.4,Private,4,7
1292,2019-07-10 23:10:00,2019-07-11 23:10:00,24.0,52.31,Private,6,7
1293,2019-11-16 16:00:00,2019-11-16 20:55:48,4.93,17.75,Shared,4,11
1294,2019-10-06 23:58:00,2019-10-07 08:52:36,8.91,45.31,Private,6,10
1295,2019-12-13 11:56:00,2019-12-13 17:11:00,5.25,37.8,Shared,1,12
1296,2020-01-10 14:26:00,2020-01-10 19:03:12,4.62,16.63,Private,3,1
1297,2019-07-10 18:11:00,2019-07-11 03:36:12,9.42,33.91,Shared,4,7
1298,2019-04-02 01:17:00,2019-04-02 05:19:24,4.04,29.09,Private,7,4
1299,2019-12-07 22:58:00,2019-12-08 04:56:12,5.97,42.62,Shared,6,12
1300,2019-02-01 00:48:00,2019-02-01 07:00:00,6.2,22.32,Shared,7,2
1301,2019-06-28 17:13:00,2019-06-28 20:19:00,3.1,11.16,Private,4,6
1302,2019-11-21 20:24:00,2019-11-22 06:19:12,9.92,61.03,Shared,5,11
1303,2019-06-22 07:07:00,2019-06-22 11:29:48,4.38,15.77,Shared,0,6
1304,2019-08-06 16:35:00,2019-08-06 19:30:12,2.92,10.51,Private,4,8
1305,2019-07-30 22:10:00,2019-07-31 05:22:36,7.21,25.96,Private,6,7
1306,2019-02-02 17:10:00,2019-02-02 19:48:24,2.64,9.5,Private,4,2
1307,2019-04-19 10:11:00,2019-04-19 15:14:00,5.05,18.18,Shared,1,4
1308,2019-08-30 12:53:00,2019-08-30 17:48:12,4.92,17.71,Private,2,8
1309,2018-12-27 19:49:00,2018-12-28 06:24:24,10.59,62.19,Shared,5,12
1310,2019-06-10 01:05:00,2019-06-10 07:59:36,6.91,24.88,Shared,7,6
1311,2019-05-22 22:14:00,2019-05-23 03:06:12,4.87,17.53,Shared,6,5
1312,2019-02-24 22:26:00,2019-02-25 07:12:48,8.78,31.61,Private,6,2
1313,2019-10-17 12:59:00,2019-10-18 02:05:36,13.11,71.64,Private,2,10
1314,2019-03-20 10:11:00,2019-03-20 17:30:12,7.32,26.35,Private,1,3
1315,2019-06-18 12:04:00,2019-06-18 17:03:24,4.99,35.93,Private,2,6
1316,2019-01-04 03:19:00,2019-01-04 05:17:48,1.98,14.26,Private,7,1
1317,2019-09-01 22:16:00,2019-09-02 00:37:00,2.35,8.46,Shared,6,9
1318,2019-11-22 18:08:00,2019-11-22 22:08:00,4.0,28.8,Shared,4,11
1319,2019-11-18 15:04:00,2019-11-18 18:17:48,3.23,20.97,Shared,3,11
1320,2019-07-18 18:47:00,2019-07-18 23:08:00,4.35,15.66,Shared,4,7
1321,2018-12-07 12:19:00,2018-12-07 17:28:00,5.15,18.54,Shared,2,12
1322,2019-10-14 06:23:00,2019-10-14 13:33:48,7.18,36.31,Private,0,10
1323,2019-03-15 19:59:00,2019-03-16 00:41:36,4.71,33.91,Private,5,3
1324,2019-04-22 14:33:00,2019-04-22 21:30:36,6.96,50.11,Private,3,4
1325,2018-12-13 13:21:00,2018-12-13 18:31:48,5.18,18.65,Private,2,12
1326,2019-11-06 05:44:00,2019-11-06 06:58:24,1.24,4.46,Private,7,11
1327,2019-05-14 12:04:00,2019-05-14 14:38:12,2.57,18.5,Private,2,5
1328,2019-10-21 01:08:00,2019-10-21 05:36:48,4.48,16.13,Private,7,10
1329,2020-01-12 01:32:00,2020-01-12 03:39:12,2.12,7.63,Private,7,1
1330,2019-02-23 22:27:00,2019-02-24 05:59:24,7.54,27.14,Private,6,2
1331,2019-09-22 18:12:00,2019-09-23 08:39:36,14.46,67.43,Private,4,9
1332,2019-06-03 16:30:00,2019-06-04 04:07:12,11.62,43.25,Private,4,6
1333,2019-07-10 23:01:00,2019-07-11 03:17:12,4.27,30.74,Private,6,7
1334,2019-05-03 19:35:00,2019-05-04 09:38:36,14.06,34.15,Private,5,5
1335,2019-07-21 15:04:00,2019-07-21 20:34:00,5.5,27.52,Private,3,7
1336,2019-02-18 00:00:00,2019-02-18 03:54:36,3.91,28.15,Shared,7,2
1337,2019-06-21 02:24:00,2019-06-21 05:37:12,3.22,23.18,Shared,7,6
1338,2019-01-06 16:58:00,2019-01-06 20:58:36,4.01,14.44,Private,4,1
1339,2019-03-10 23:49:00,2019-03-11 03:35:12,3.77,27.14,Private,6,3
1340,2019-11-18 14:41:00,2019-11-18 20:15:48,5.58,40.18,Shared,3,11
1341,2019-04-04 17:40:00,2019-04-04 23:12:24,5.54,19.94,Private,4,4
1342,2019-04-13 21:09:00,2019-04-14 02:06:36,4.96,33.61,Private,5,4
1343,2019-11-05 22:07:00,2019-11-06 04:50:48,6.73,24.23,Shared,6,11
1344,2019-06-22 19:33:00,2019-06-23 06:57:00,11.4,41.04,Private,5,6
1345,2019-07-07 13:32:00,2019-07-07 23:09:48,9.63,52.23,Shared,2,7
1346,2019-12-21 05:55:00,2019-12-21 07:40:00,1.75,6.3,Private,7,12
1347,2020-01-13 14:17:00,2020-01-13 15:06:48,0.83,2.99,Private,3,1
1348,2019-05-07 06:52:00,2019-05-07 16:23:48,9.53,20.09,Private,0,5
