user_id,user_type,hour,uncontrolled_3_6kw,uncontrolled_7_2kw,flexible_3_6kw,flexible_7_2kw
255,Private,10,0.0,0.0,0.007,0.013
255,Private,11,1.031,2.082,0.0,0.0
255,Private,12,1.58,3.026,0.241,0.483
255,Private,13,1.455,2.863,0.0,0.0
255,Private,14,0.992,1.842,0.211,0.425
255,Private,15,1.162,2.327,0.096,0.198
255,Private,16,0.976,2.036,0.577,1.061
255,Private,17,3.248,6.362,0.267,0.483
255,Private,18,2.581,5.275,0.433,0.817
255,Private,19,4.656,9.253,0.0,0.0
255,Private,20,3.551,7.441,0.497,0.927
255,Private,21,3.617,6.901,0.239,0.496
255,Private,22,0.509,1.016,2.906,6.088
255,Private,23,0.673,1.225,3.075,5.596
256,Private,0,0.082,0.154,3.036,6.081
256,Private,1,1.567,3.157,2.909,5.54
256,Private,2,0.052,0.099,3.005,6.207
256,Private,3,0.334,0.635,2.578,4.923
256,Private,4,0.795,1.656,2.804,5.118
256,Private,5,0.383,0.755,3.115,5.948
256,Private,6,0.0,0.0,0.0,0.0
256,Private,7,1.082,2.057,0.0,0.0
256,Private,8,0.193,0.397,0.0,0.0
256,Private,9,0.457,0.872,0.334,0.668
256,Private,10,0.781,1.539,1.041,1.955
256,Private,11,1.307,2.411,0.0,0.0
256,Private,12,0.074,0.133,1.154,2.09
256,Private,13,4.174,8.466,0.392,0.765
256,Private,14,3.64,7.28,0.278,0.501
256,Private,15,2.8,5.42,0.237,0.444
256,Private,16,3.638,7.362,0.0,0.0
256,Private,17,3.309,6.798,0.725,1.51
256,Private,18,0.652,1.187,0.926,1.932
256,Private,19,0.0,0.0,0.0,0.0
256,Private,20,0.0,0.0,0.0,0.0
256,Private,21,0.273,0.531,0.294,0.571
256,Private,22,0.864,1.593,2.815,5.101
256,Private,23,0.0,0.0,3.592,6.772
257,Private,0,0.566,1.049,2.658,5.325
257,Private,1,0.868,1.649,3.134,6.049
257,Private,2,0.546,1.098,3.113,5.962
257,Private,3,0.096,0.177,3.334,6.167
257,Private,4,0.182,0.331,2.842,5.752
257,Private,5,1.07,2.029,3.493,6.566
257,Private,6,1.576,3.218,0.56,1.085
257,Private,7,0.545,0.984,0.0,0.0
257,Private,8,1.479,2.832,0.673,1.255
257,Private,9,0.357,0.721,0.512,1.017
257,Private,10,0.541,1.087,0.72,1.471
257,Private,11,0.442,0.85,0.892,1.759
257,Private,12,1.145,2.072,0.827,1.734
257,Private,13,0.47,0.963,0.326,0.611
257,Private,14,0.197,0.385,0.484,0.943
257,Private,15,1.205,2.427,1.043,1.982
257,Private,16,3.86,7.555,0.441,0.897
257,Private,17,3.346,6.804,0.375,0.757
257,Private,18,3.395,7.076,0.222,0.442
257,Private,19,3.694,7.287,0.053,0.109
257,Private,20,3.634,7.506,0.045,0.082
257,Private,21,0.515,1.062,0.568,1.131
257,Private,22,0.815,1.48,3.185,6.177
257,Private,23,0.0,0.0,3.212,6.077
258,Private,0,1.006,2.018,2.917,5.641
258,Private,1,1.846,3.395,2.236,4.612
258,Private,2,1.144,2.36,3.317,6.331
258,Private,3,1.012,1.886,3.123,5.769
258,Private,4,1.017,2.088,3.373,6.382
258,Private,5,0.328,0.645,3.168,5.851
258,Private,6,0.621,1.27,0.0,0.0
258,Private,7,1.107,2.046,0.0,0.0
258,Private,8,0.0,0.0,0.0,0.0
258,Private,9,0.289,0.538,0.55,1.077
258,Private,10,0.803,1.555,0.678,1.404
258,Private,11,0.36,0.721,0.495,0.911
258,Private,12,5.133,10.704,0.308,0.634
258,Private,13,4.065,7.404,0.43,0.89
258,Private,14,2.832,5.447,0.391,0.754
258,Private,15,3.765,7.188,0.086,0.175
258,Private,16,3.123,5.649,0.43,0.842
258,Private,17,0.195,0.397,0.948,1.985
258,Private,18,0.782,1.581,0.0,0.0
258,Private,19,0.442,0.807,0.08,0.152
258,Private,20,2.023,3.742,0.0,0.0
258,Private,21,0.657,1.28,0.0,0.0
258,Private,22,0.99,2.024,2.872,5.274
258,Private,23,0.105,0.218,2.99,5.63
259,Private,0,0.558,1.01,2.847,5.777
259,Private,1,0.429,0.847,3.486,6.331
259,Private,2,0.547,1.08,2.652,5.486
259,Private,3,0.47,0.88,3.08,5.779
259,Private,4,0.0,0.0,3.645,7.478
259,Private,5,1.188,2.387,3.575,6.494
259,Private,6,0.932,1.826,0.0,0.0
259,Private,7,1.549,3.233,0.0,0.0
259,Private,8,0.298,0.596,0.236,0.453
259,Private,9,1.464,2.779,0.559,1.119
259,Private,10,1.209,2.233,0.068,0.13
259,Private,11,0.543,1.116,0.305,0.589
259,Private,12,0.65,1.272,0.5,0.97
259,Private,13,1.168,2.231,0.393,0.759
259,Private,14,0.0,0.0,0.226,0.427
259,Private,15,3.541,7.403,0.24,0.474
259,Private,16,3.193,6.221,0.0,0.0
259,Private,17,3.85,7.03,0.052,0.097
259,Private,18,3.91,7.981,0.0,0.0
259,Private,19,4.365,8.391,0.54,1.043
259,Private,20,0.88,1.745,0.103,0.19
259,Private,21,1.18,2.19,0.321,0.659
259,Private,22,0.849,1.551,3.435,6.58
259,Private,23,1.49,2.956,2.609,5.394
260,Private,0,0.153,0.312,2.779,5.815
260,Private,1,0.0,0.0,3.037,5.877
260,Private,2,1.044,2.095,3.052,5.66
260,Private,3,0.432,0.78,3.466,7.191
260,Private,4,0.796,1.486,3.183,6.033
260,Private,5,1.343,2.772,3.016,5.835
260,Private,6,1.833,3.421,0.019,0.035
260,Private,7,1.799,3.266,0.0,0.0
260,Private,8,0.999,1.953,0.0,0.0
260,Private,9,1.325,2.47,0.008,0.015
260,Private,10,0.877,1.639,0.0,0.0
260,Private,11,1.226,2.387,0.0,0.0
260,Private,12,1.629,3.032,0.0,0.0
260,Private,13,0.0,0.0,0.523,0.988
260,Private,14,0.401,0.78,0.177,0.343
260,Private,15,0.546,1.054,0.0,0.0
260,Private,16,0.678,1.378,0.635,1.325
260,Private,17,1.262,2.393,0.263,0.516
260,Private,18,1.321,2.58,0.0,0.0
260,Private,19,0.544,1.11,0.322,0.675
260,Private,20,3.53,6.672,0.091,0.186
260,Private,21,2.952,6.018,0.0,0.0
260,Private,22,4.042,8.377,3.148,6.221
260,Private,23,4.087,7.44,2.903,5.814
261,Shared,0,0.335,0.625,3.062,5.538
261,Shared,1,1.181,2.213,2.977,5.798
261,Shared,2,1.153,2.252,2.698,5.116
261,Shared,3,0.633,1.24,3.035,5.557
261,Shared,4,1.382,2.599,3.135,6.371
261,Shared,5,1.663,3.34,2.575,5.131
261,Shared,6,0.79,1.573,0.245,0.45
261,Shared,7,1.055,2.078,0.0,0.0
261,Shared,8,1.63,3.032,0.185,0.363
261,Shared,9,0.133,0.256,0.174,0.346
261,Shared,10,0.551,1.068,1.182,2.136
261,Shared,11,1.287,2.469,0.198,0.362
261,Shared,12,0.66,1.33,0.522,1.088
261,Shared,13,1.259,2.4,0.0,0.0
261,Shared,14,1.067,1.934,0.19,0.395
261,Shared,15,0.012,0.025,0.497,0.988
261,Shared,16,1.933,3.551,0.38,0.743
261,Shared,17,1.314,2.679,0.829,1.643
261,Shared,18,0.272,0.521,0.0,0.0
261,Shared,19,3.955,7.561,0.091,0.178
261,Shared,20,2.858,5.168,0.152,0.296
261,Shared,21,3.993,8.067,0.126,0.243
261,Shared,22,3.175,5.835,2.98,5.772
261,Shared,23,3.589,6.469,2.365,4.313
262,Private,0,0.643,1.255,2.576,5.133
262,Private,1,1.076,2.052,2.498,4.801
262,Private,2,1.267,2.527,2.913,5.471
262,Private,3,0.427,0.776,3.166,5.745
262,Private,4,0.252,0.502,3.16,6.615
262,Private,5,0.325,0.661,2.86,5.494
262,Private,6,0.939,1.907,0.0,0.0
262,Private,7,0.037,0.073,0.269,0.512
262,Private,8,0.705,1.321,0.241,0.489
262,Private,9,0.897,1.845,0.201,0.415
262,Private,10,1.048,2.134,0.215,0.434
262,Private,11,0.0,0.0,0.0,0.0
262,Private,12,1.761,3.638,0.18,0.362
262,Private,13,1.233,2.25,0.056,0.113
262,Private,14,0.689,1.383,0.017,0.034
262,Private,15,2.052,3.8,0.271,0.545
262,Private,16,0.431,0.78,0.0,0.0
262,Private,17,1.786,3.469,0.121,0.227
262,Private,18,4.002,7.612,0.488,0.945
262,Private,19,3.35,6.657,0.422,0.777
262,Private,20,3.274,6.815,0.0,0.0
262,Private,21,4.229,7.658,0.123,0.258
262,Private,22,3.88,7.986,3.208,6.264
262,Private,23,1.064,2.095,2.5,5.118
263,Private,0,0.404,0.814,2.943,6.141
263,Private,1,0.271,0.504,3.214,6.721
263,Private,2,1.361,2.483,3.544,6.526
263,Private,3,0.537,1.119,3.165,6.397
263,Private,4,0.961,1.916,3.284,6.187
263,Private,5,0.246,0.516,3.715,6.921
263,Private,6,1.22,2.494,0.523,1.065
263,Private,7,1.37,2.682,0.372,0.713
263,Private,8,0.165,0.341,0.13,0.252
263,Private,9,0.0,0.0,0.329,0.599
263,Private,10,0.629,1.234,0.165,0.323
263,Private,11,1.37,2.816,0.015,0.029
263,Private,12,0.584,1.171,0.188,0.355
263,Private,13,0.0,0.0,0.084,0.167
263,Private,14,0.0,0.0,0.0,0.0
263,Private,15,1.182,2.472,0.341,0.629
263,Private,16,0.399,0.753,0.195,0.377
263,Private,17,0.14,0.292,0.179,0.353
263,Private,18,5.182,10.104,0.844,1.584
263,Private,19,3.628,6.643,0.238,0.454
263,Private,20,3.071,6.308,0.0,0.0
263,Private,21,3.796,7.222,0.0,0.0
263,Private,22,4.088,7.91,3.625,7.454
263,Private,23,0.9,1.689,3.097,6.397
264,Private,0,0.0,0.0,3.329,6.376
264,Private,1,0.102,0.188,2.91,5.751
264,Private,2,1.238,2.3,3.431,6.74
264,Private,3,0.468,0.858,2.913,5.32
264,Private,4,0.342,0.706,2.629,5.446
264,Private,5,0.377,0.785,2.479,5.023
264,Private,6,1.089,2.052,0.322,0.642
264,Private,7,1.023,2.08,0.0,0.0
264,Private,8,0.075,0.153,0.199,0.407
264,Private,9,0.755,1.459,0.127,0.249
264,Private,10,0.564,1.058,0.796,1.644
264,Private,11,0.95,1.9,0.889,1.738
264,Private,12,1.405,2.668,0.793,1.499
264,Private,13,0.14,0.259,0.394,0.728
264,Private,14,0.487,0.982,0.0,0.0
264,Private,15,1.528,3.065,0.074,0.136
264,Private,16,0.15,0.295,0.031,0.056
264,Private,17,0.29,0.588,0.0,0.0
264,Private,18,0.6,1.103,0.803,1.488
264,Private,19,0.36,0.712,0.777,1.574
264,Private,20,4.058,8.193,0.323,0.609
264,Private,21,4.004,8.291,0.185,0.352
264,Private,22,4.294,8.939,3.264,6.573
264,Private,23,2.701,5.339,3.167,6.086
265,Private,0,1.143,2.08,2.956,6.061
265,Private,1,0.788,1.62,2.839,5.933
265,Private,2,0.0,0.0,2.502,4.816
265,Private,3,0.0,0.0,3.301,6.234
265,Private,4,0.0,0.0,2.82,5.491
265,Private,5,0.307,0.554,2.958,5.919
265,Private,6,0.0,0.0,0.325,0.617
265,Private,7,0.032,0.066,0.588,1.234
265,Private,8,0.384,0.806,0.146,0.271
265,Private,9,0.722,1.349,0.268,0.561
265,Private,10,0.74,1.407,0.026,0.052
265,Private,11,0.905,1.783,0.348,0.674
265,Private,12,0.307,0.643,0.333,0.698
265,Private,13,1.364,2.627,0.434,0.862
265,Private,14,4.103,8.013,0.242,0.505
265,Private,15,3.094,6.173,0.0,0.0
265,Private,16,3.773,7.011,0.519,0.959
265,Private,17,5.104,9.696,0.533,1.095
265,Private,18,2.968,6.038,0.0,0.0
265,Private,19,1.95,3.618,0.103,0.215
265,Private,20,0.746,1.443,0.0,0.0
265,Private,21,1.565,3.123,0.36,0.717
265,Private,22,0.302,0.544,2.702,5.05
265,Private,23,0.886,1.663,3.076,6.344
266,Private,0,1.169,2.415,3.257,6.194
266,Private,1,0.577,1.191,2.864,5.911
266,Private,2,0.634,1.277,2.862,5.777
266,Private,3,0.65,1.197,3.066,5.687
266,Private,4,0.235,0.429,3.287,6.59
266,Private,5,0.52,1.034,2.757,5.095
266,Private,6,0.53,1.069,0.267,0.484
266,Private,7,0.765,1.545,0.332,0.599
266,Private,8,1.205,2.223,0.65,1.299
266,Private,9,0.874,1.647,0.0,0.0
266,Private,10,0.575,1.207,0.0,0.0
266,Private,11,1.636,3.278,0.895,1.757
266,Private,12,1.071,2.134,0.489,0.961
266,Private,13,0.856,1.637,0.312,0.634
266,Private,14,0.0,0.0,0.153,0.314
266,Private,15,0.244,0.497,0.281,0.516
266,Private,16,0.688,1.303,0.881,1.778
266,Private,17,1.215,2.274,0.282,0.524
266,Private,18,0.576,1.102,0.783,1.542
266,Private,19,3.584,7.139,0.299,0.555
266,Private,20,3.623,7.469,0.035,0.068
266,Private,21,3.62,7.31,0.0,0.0
266,Private,22,2.764,5.486,3.186,6.314
266,Private,23,4.447,8.644,3.185,6.397
267,Private,0,0.331,0.679,2.541,5.115
267,Private,1,1.144,2.367,2.856,5.392
267,Private,2,1.067,2.021,3.2,6.068
267,Private,3,0.978,1.965,3.072,6.079
267,Private,4,0.927,1.807,3.017,5.602
267,Private,5,0.377,0.775,2.713,5.357
267,Private,6,0.0,0.0,0.115,0.212
267,Private,7,1.54,2.869,0.443,0.864
267,Private,8,0.843,1.655,0.0,0.0
267,Private,9,1.259,2.307,0.137,0.286
267,Private,10,1.57,3.014,0.0,0.0
267,Private,11,0.315,0.595,0.0,0.0
267,Private,12,0.0,0.0,0.0,0.0
267,Private,13,3.656,6.688,0.0,0.0
267,Private,14,1.518,2.784,0.567,1.107
267,Private,15,2.691,5.082,0.392,0.799
267,Private,16,3.617,7.006,0.942,1.909
267,Private,17,4.138,8.289,0.0,0.0
267,Private,18,0.341,0.673,0.721,1.313
267,Private,19,0.0,0.0,0.249,0.499
267,Private,20,0.649,1.34,0.056,0.117
267,Private,21,0.911,1.757,0.248,0.494
267,Private,22,0.967,2.027,3.11,5.968
267,Private,23,0.946,1.73,3.094,5.738
268,Shared,0,0.364,0.73,3.061,6.247
268,Shared,1,0.334,0.673,2.779,5.816
268,Shared,2,0.538,1.112,3.017,5.845
268,Shared,3,0.739,1.508,3.39,6.456
268,Shared,4,0.451,0.839,3.131,5.869
268,Shared,5,0.784,1.631,2.841,5.466
268,Shared,6,0.76,1.555,0.541,1.009
268,Shared,7,0.821,1.552,0.262,0.519
268,Shared,8,0.339,0.653,0.889,1.688
268,Shared,9,0.37,0.703,0.0,0.0
268,Shared,10,1.184,2.186,0.139,0.29
268,Shared,11,0.556,1.036,0.0,0.0
268,Shared,12,1.731,3.543,0.308,0.582
268,Shared,13,1.017,1.953,0.239,0.455
268,Shared,14,0.866,1.67,0.684,1.315
268,Shared,15,0.585,1.183,0.0,0.0
268,Shared,16,1.189,2.412,0.359,0.655
268,Shared,17,0.778,1.464,0.349,0.724
268,Shared,18,0.52,1.043,0.187,0.35
268,Shared,19,3.529,7.328,0.0,0.0
268,Shared,20,4.242,8.033,0.0,0.0
268,Shared,21,4.875,9.623,0.496,0.95
268,Shared,22,2.64,5.332,2.979,6.055
268,Shared,23,3.509,6.852,3.201,5.906
269,Shared,0,0.186,0.38,3.072,6.122
269,Shared,1,0.655,1.223,2.794,5.426
269,Shared,2,0.247,0.46,3.391,6.449
269,Shared,3,0.0,0.0,3.232,5.972
269,Shared,4,1.151,2.088,2.981,6.201
269,Shared,5,0.748,1.365,3.479,7.028
269,Shared,6,0.339,0.682,0.0,0.0
269,Shared,7,0.452,0.883,0.6,1.161
269,Shared,8,1.418,2.665,0.0,0.0
269,Shared,9,1.263,2.568,0.475,0.919
269,Shared,10,1.559,3.268,0.319,0.654
269,Shared,11,0.696,1.444,0.592,1.101
269,Shared,12,1.097,1.976,0.988,1.797
269,Shared,13,4.118,7.519,0.235,0.43
269,Shared,14,2.966,5.888,0.0,0.0
269,Shared,15,2.825,5.182,0.103,0.202
269,Shared,16,4.1,7.556,0.179,0.363
269,Shared,17,4.152,8.094,0.302,0.63
269,Shared,18,0.502,0.916,0.212,0.427
269,Shared,19,0.975,1.892,0.23,0.418
269,Shared,20,0.801,1.469,0.0,0.0
269,Shared,21,0.486,0.958,0.993,1.988
269,Shared,22,1.383,2.601,2.529,5.173
269,Shared,23,0.0,0.0,3.087,5.808
270,Private,0,1.202,2.422,2.873,5.773
270,Private,1,1.272,2.493,3.081,5.84
270,Private,2,0.632,1.287,3.332,6.844
270,Private,3,0.433,0.898,2.957,5.579
270,Private,4,1.082,2.074,3.049,5.773
270,Private,5,1.751,3.226,3.31,6.399
270,Private,6,1.06,1.917,0.162,0.309
270,Private,7,1.192,2.498,0.064,0.131
270,Private,8,0.872,1.707,0.0,0.0
270,Private,9,1.281,2.63,0.285,0.582
270,Private,10,1.791,3.528,1.041,2.117
270,Private,11,1.132,2.112,0.205,0.397
270,Private,12,0.209,0.411,0.506,0.918
270,Private,13,0.834,1.56,0.374,0.724
270,Private,14,1.654,3.114,0.0,0.0
270,Private,15,0.221,0.435,0.095,0.199
270,Private,16,4.043,7.322,0.38,0.719
270,Private,17,3.116,6.42,0.452,0.94
270,Private,18,2.951,5.538,0.0,0.0
270,Private,19,3.538,7.173,0.0,0.0
270,Private,20,4.081,8.525,0.283,0.555
270,Private,21,1.673,3.191,0.091,0.182
270,Private,22,0.654,1.289,3.496,7.054
270,Private,23,0.671,1.4,3.598,6.97
271,Private,0,1.012,1.852,2.213,4.206
271,Private,1,1.356,2.649,3.389,6.108
271,Private,2,1.234,2.382,2.372,4.584
271,Private,3,0.362,0.657,2.848,5.92
271,Private,4,0.266,0.541,3.687,7.452
271,Private,5,0.714,1.362,3.047,6.113
271,Private,6,1.018,2.015,0.385,0.805
271,Private,7,0.0,0.0,0.0,0.0
271,Private,8,0.0,0.0,0.324,0.621
271,Private,9,0.564,1.041,0.186,0.371
271,Private,10,0.0,0.0,0.068,0.14
271,Private,11,1.322,2.605,0.687,1.34
271,Private,12,1.108,2.263,0.0,0.0
271,Private,13,1.4,2.724,0.441,0.919
271,Private,14,0.657,1.313,0.0,0.0
271,Private,15,4.115,8.395,0.0,0.0
271,Private,16,3.787,7.686,0.205,0.401
271,Private,17,4.431,9.215,0.135,0.246
271,Private,18,3.592,6.655,0.748,1.38
271,Private,19,3.245,6.115,0.473,0.905
271,Private,20,0.613,1.168,0.0,0.0
271,Private,21,0.721,1.342,0.429,0.837
271,Private,22,1.451,2.919,3.591,6.621
271,Private,23,0.561,1.034,2.705,5.14
272,Private,0,0.548,1.049,2.635,4.831
272,Private,1,0.603,1.238,2.937,6.156
272,Private,2,1.113,2.269,2.266,4.442
272,Private,3,0.324,0.589,2.799,5.307
272,Private,4,1.361,2.492,2.659,5.46
272,Private,5,0.842,1.556,3.014,5.986
272,Private,6,1.283,2.417,0.394,0.796
272,Private,7,0.785,1.629,0.0,0.0
272,Private,8,0.0,0.0,0.269,0.544
272,Private,9,1.006,1.827,0.0,0.0
272,Private,10,0.054,0.104,0.271,0.51
272,Private,11,0.903,1.781,0.0,0.0
272,Private,12,0.41,0.768,0.0,0.0
272,Private,13,1.464,2.86,0.0,0.0
272,Private,14,1.013,1.931,0.167,0.337
272,Private,15,4.296,7.891,0.0,0.0
272,Private,16,3.633,7.088,0.0,0.0
272,Private,17,2.553,5.178,0.395,0.765
272,Private,18,2.636,5.366,0.098,0.192
272,Private,19,4.146,7.877,0.449,0.907
272,Private,20,0.361,0.683,0.0,0.0
272,Private,21,0.995,1.891,0.663,1.236
272,Private,22,0.362,0.674,2.771,5.176
272,Private,23,0.437,0.838,3.266,5.953
273,Private,0,1.383,2.542,2.614,5.279
273,Private,1,0.0,0.0,3.902,7.658
273,Private,2,0.624,1.297,3.151,6.371
273,Private,3,0.346,0.725,3.236,6.439
273,Private,4,1.238,2.496,3.168,6.538
273,Private,5,1.66,3.383,2.942,5.547
273,Private,6,0.578,1.063,0.263,0.55
273,Private,7,0.971,2.023,0.262,0.486
273,Private,8,0.026,0.05,0.293,0.545
273,Private,9,0.518,1.047,0.0,0.0
273,Private,10,0.738,1.377,0.0,0.0
273,Private,11,0.107,0.195,0.0,0.0
273,Private,12,1.664,3.264,0.38,0.746
273,Private,13,0.657,1.272,0.0,0.0
273,Private,14,0.0,0.0,0.0,0.0
273,Private,15,3.987,7.224,0.519,1.064
273,Private,16,3.947,7.505,0.237,0.45
273,Private,17,4.304,8.157,0.062,0.119
273,Private,18,4.186,8.402,0.042,0.085
273,Private,19,3.124,5.82,0.0,0.0
273,Private,20,0.145,0.292,0.417,0.834
273,Private,21,0.319,0.585,0.0,0.0
273,Private,22,1.105,2.036,3.178,6.349
273,Private,23,1.24,2.284,3.245,6.012
274,Shared,0,0.313,0.654,3.087,5.726
274,Shared,1,0.788,1.432,2.729,5.315
274,Shared,2,0.124,0.251,2.815,5.884
274,Shared,3,1.82,3.576,2.911,5.402
274,Shared,4,1.386,2.508,2.891,5.761
274,Shared,5,1.2,2.321,3.385,7.046
274,Shared,6,1.234,2.494,0.32,0.624
274,Shared,7,1.464,2.655,0.316,0.641
274,Shared,8,1.645,3.047,0.0,0.0
274,Shared,9,0.908,1.845,0.282,0.578
274,Shared,10,0.214,0.422,0.389,0.809
274,Shared,11,0.0,0.0,0.0,0.0
274,Shared,12,0.0,0.0,0.741,1.498
274,Shared,13,0.595,1.178,0.96,1.751
274,Shared,14,1.154,2.285,0.341,0.674
274,Shared,15,0.403,0.808,0.0,0.0
274,Shared,16,3.882,7.168,0.154,0.278
274,Shared,17,2.877,5.381,0.0,0.0
274,Shared,18,3.082,6.236,0.836,1.585
274,Shared,19,4.795,9.313,0.254,0.478
274,Shared,20,3.68,6.632,0.059,0.116
274,Shared,21,0.215,0.408,0.675,1.402
274,Shared,22,1.732,3.604,2.738,5.508
274,Shared,23,0.675,1.337,2.898,5.284
275,Shared,0,0.493,0.977,3.487,6.84
275,Shared,1,0.012,0.022,3.228,6.762
275,Shared,2,1.113,2.197,3.009,6.092
275,Shared,3,1.202,2.388,3.113,6.113
275,Shared,4,1.377,2.54,2.512,4.848
275,Shared,5,0.532,0.993,3.034,5.678
275,Shared,6,0.0,0.0,0.0,0.0
275,Shared,7,0.281,0.564,0.521,1.085
275,Shared,8,0.338,0.665,0.0,0.0
275,Shared,9,1.161,2.409,0.0,0.0
275,Shared,10,0.0,0.0,0.05,0.103
275,Shared,11,0.0,0.0,0.0,0.0
275,Shared,12,1.03,1.876,0.495,0.998
275,Shared,13,1.146,2.084,0.579,1.129
275,Shared,14,1.39,2.675,0.0,0.0
275,Shared,15,3.843,7.938,0.0,0.0
275,Shared,16,3.196,6.156,0.382,0.791
275,Shared,17,2.666,5.375,0.0,0.0
275,Shared,18,3.942,7.693,0.356,0.71
275,Shared,19,3.674,6.626,0.0,0.0
275,Shared,20,1.122,2.225,0.425,0.802
275,Shared,21,0.766,1.585,0.0,0.0
275,Shared,22,0.49,1.013,3.362,6.635
275,Shared,23,1.437,2.657,2.942,5.504
276,Shared,0,0.585,1.183,3.002,5.925
276,Shared,1,0.868,1.8,2.851,5.425
276,Shared,2,0.0,0.0,3.489,7.316
276,Shared,3,1.689,3.147,2.84,5.665
276,Shared,4,0.144,0.261,3.011,6.239
276,Shared,5,0.619,1.121,3.418,6.85
276,Shared,6,0.75,1.485,0.0,0.0
276,Shared,7,0.008,0.015,0.492,0.887
276,Shared,8,1.044,1.929,0.562,1.037
276,Shared,9,0.197,0.402,0.842,1.681
276,Shared,10,0.0,0.0,0.435,0.871
276,Shared,11,0.0,0.0,0.0,0.0
276,Shared,12,1.563,3.161,0.479,0.937
276,Shared,13,0.425,0.867,0.0,0.0
276,Shared,14,0.774,1.6,0.365,0.691
276,Shared,15,1.396,2.565,0.016,0.031
276,Shared,16,0.0,0.0,0.237,0.448
276,Shared,17,0.473,0.985,0.0,0.0
276,Shared,18,0.881,1.675,0.103,0.2
276,Shared,19,3.766,6.935,0.0,0.0
276,Shared,20,3.863,7.301,0.0,0.0
276,Shared,21,3.153,6.149,0.093,0.183
276,Shared,22,4.541,8.822,3.343,6.518
276,Shared,23,4.182,7.722,3.57,7.051
277,Private,0,2.666,4.864,3.075,6.091
277,Private,1,1.487,2.844,3.425,7.103
277,Private,2,1.258,2.49,3.699,6.762
277,Private,3,0.494,0.932,2.88,5.391
277,Private,4,0.893,1.766,2.994,6.08
277,Private,5,0.892,1.794,3.623,6.712
277,Private,6,0.462,0.964,0.07,0.146
277,Private,7,0.814,1.685,0.098,0.177
277,Private,8,0.0,0.0,0.0,0.0
277,Private,9,1.091,2.242,0.698,1.287
277,Private,10,0.097,0.176,0.0,0.0
277,Private,11,0.736,1.411,0.0,0.0
277,Private,12,0.48,0.996,0.0,0.0
277,Private,13,1.459,2.812,0.0,0.0
277,Private,14,1.613,3.04,0.581,1.057
277,Private,15,3.251,6.386,0.0,0.0
277,Private,16,3.495,6.782,0.142,0.274
277,Private,17,3.787,7.581,0.0,0.0
277,Private,18,4.003,7.704,0.276,0.554
277,Private,19,3.416,7.098,0.0,0.0
277,Private,20,0.62,1.197,0.0,0.0
277,Private,21,0.752,1.57,0.211,0.388
277,Private,22,0.861,1.774,3.696,6.987
277,Private,23,0.648,1.316,3.422,6.665
278,Shared,0,0.844,1.678,2.974,5.405
278,Shared,1,0.656,1.199,3.039,6.351
278,Shared,2,0.871,1.648,2.715,4.925
278,Shared,3,0.0,0.0,3.296,6.652
278,Shared,4,1.205,2.223,3.328,6.91
278,Shared,5,0.804,1.6,3.336,6.217
278,Shared,6,1.105,2.117,0.464,0.849
278,Shared,7,0.256,0.498,0.0,0.0
278,Shared,8,0.51,1.047,0.174,0.33
278,Shared,9,0.589,1.081,0.0,0.0
278,Shared,10,1.65,3.412,0.081,0.166
278,Shared,11,0.813,1.589,0.628,1.316
278,Shared,12,0.0,0.0,0.0,0.0
278,Shared,13,0.511,1.064,0.059,0.121
278,Shared,14,0.626,1.178,0.701,1.38
278,Shared,15,1.084,2.073,0.525,0.952
278,Shared,16,0.745,1.408,0.0,0.0
278,Shared,17,0.0,0.0,0.0,0.0
278,Shared,18,0.914,1.669,0.191,0.387
278,Shared,19,0.607,1.095,0.047,0.088
278,Shared,20,4.686,9.57,0.0,0.0
278,Shared,21,4.101,7.972,0.181,0.371
278,Shared,22,3.567,7.373,3.484,7.137
278,Shared,23,4.39,8.638,2.974,6.086
279,Private,0,1.152,2.207,3.191,5.898
279,Private,1,0.724,1.493,3.134,6.132
279,Private,2,0.348,0.653,2.95,5.412
279,Private,3,0.406,0.759,3.384,6.286
279,Private,4,0.669,1.315,2.593,4.71
279,Private,5,0.329,0.609,1.908,3.962
279,Private,6,0.453,0.824,0.194,0.377
279,Private,7,0.646,1.255,0.893,1.615
279,Private,8,1.03,1.928,0.371,0.692
279,Private,9,0.0,0.0,0.049,0.091
279,Private,10,0.457,0.933,0.0,0.0
279,Private,11,0.288,0.556,0.0,0.0
279,Private,12,0.031,0.062,0.495,1.001
279,Private,13,0.643,1.318,0.0,0.0
279,Private,14,3.597,7.443,0.6,1.241
279,Private,15,3.602,7.498,0.375,0.773
279,Private,16,3.143,6.158,0.0,0.0
279,Private,17,3.791,7.956,0.861,1.77
279,Private,18,4.372,8.216,0.39,0.747
279,Private,19,0.802,1.519,0.684,1.301
279,Private,20,1.149,2.165,0.0,0.0
279,Private,21,0.151,0.286,0.302,0.626
279,Private,22,0.0,0.0,2.737,5.459
279,Private,23,0.342,0.667,2.968,5.477
280,Private,0,0.565,1.13,2.956,5.722
280,Private,1,1.166,2.199,2.965,5.711
280,Private,2,0.512,0.967,2.574,4.813
280,Private,3,1.273,2.669,2.818,5.12
280,Private,4,0.133,0.272,3.137,5.851
280,Private,5,0.306,0.632,2.871,5.742
280,Private,6,0.86,1.765,0.062,0.125
280,Private,7,1.968,3.866,0.153,0.279
